id,token,frequency
10363,b'rong',68
10364,b' Kee',260
10365,b' Fox',962
10366,b' Laq',5
10367,b'uita',97
10368,b' City\n',292
10369,b'esses',376
10370,b'tury',37
10371,b' Afr',235
10372,b' depi',142
10373,b' docu',85
10374,b' genr',121
10375,b' nott',5
10376,b' mond',53
10377,b' Mond',300
10378,b'opet',22
10379,b'ondo',126
10380,b' Sex',218
10381,b' Fac',290
10382,b'wers',220
10383,b' foota',192
10384,b' Cane',48
10385,b' Pros',228
10386,b'redi',303
10387,b' series',5645
10388,b' Shoc',70
10389,b'ww',115
10390,b'mM',2
10391,b' Mondo',28
10392,"b""'5""",24
10393,b'.s',131
10394,b'zio',131
10395,b'mag',282
10396,b'ryt',16
10397,b' Muk',86
10398,b'mah',62
10399,b' Intel',330
10400,b'urit',104
10401,b'-Mu',227
10402,b'Ani',172
10403,b'\xe2\x80\x939',855
10404,b' appeara',74
10405,b'pper',309
10406,b'gol',107
10407,b'cani',36
10408,b' Barb',171
10409,b' Oldh',46
10410,b'pta',239
10411,b' Log',252
10412,b' televi',47
10413,b'undy',69
10414,b' pm',75
10415,b' timesl',24
10416,b'work',204
10417,b' Aly',35
10418,b' Plat',305
10419,b' Jeo',49
10420,b'gess',28
10421,b' hosts',304
10422,b' contes',164
10423,b' ly',228
10424,b'rtie',46
10425,b' bead',44
10426,b'hro',299
10427,b'iar',271
10428,b'mpu',53
10429,b' cow',203
10430,b' Cow',317
10431,b'valv',11
10432,b' Cali',181
10433,b'ivel',228
10434,b' Beng',318
10435,b'opea',61
10436,b' curre',54
10437,b' Beni',100
10438,b' strin',263
10439,b' shell',300
10440,b'pee',61
10441,b'nea',309
10442,b' Isla',73
10443,b' Pap',265
10444,b'geno',187
10445,"b""'u""",112
10446,b' Arn',287
10447,b'forn',58
10448,b' Mone',185
10449,b'ike',598
10450,b'hry',26
10451,b' Rand',310
10452,b'nial',168
10453,b'\xc3\xa9b',48
10454,b'riti',180
10455,b' Gov',124
10456,b'Lit',254
10457,b' Dor',319
10458,b'GT',33
10459,b'KN',44
10460,b' Linc',229
10461,b'oln',231
10462,b' BK',46
10463,b'Hist',61
10464,b' Spen',278
10465,b'cast',330
10466,b' SG',73
10467,b'CN',89
10468,b' GD',139
10469,b'DN',50
10470,b' SD',146
10471,b'Go',292
10472,b' Ade',279
10473,b'thern',336
10474,b'Ns',25
10475,b'\xa0o',12
10476,b'htl',193
10477,b'GD',14
10478,b' weekn',20
10479,b' Suf',258
10480,b'IP',104
10481,b' Cod',294
10482,b' median',1188
10483,b' males',803
10484,b'$8',139
10485,b' Wate',94
10486,b'nated',259
10487,b'lto',162
10488,b' Australi',51
10489,b' tracki',107
10490,b'Lis',131
10491,b' mino',63
10492,b' consist',255
10493,b' shie',176
10494,b'hess',84
10495,b'ghtl',51
10496,b' lined',75
10497,b'(si',290
10498,b'llow',167
10499,b' blu',249
10500,b'ory\n',84
10501,b'\xa1a',24
10502,b'hov',151
10503,b' origina',127
10504,b'Tow',264
10505,b'mati',200
10506,b' toge',59
10507,b'onia',297
10508,b' Kingdo',78
10509,b' Yug',208
10510,b' establishm',61
10511,b' Croat',282
10512,b' hera',59
10513,b' flag',398
10514,b' created',2135
10515,b' World\n',60
10516,b'oat',317
10517,b'anb',118
10518,b'kis',164
10519,b'ilm',85
10520,b' contex',303
10521,b' nationa',47
10522,b'tanb',14
10523,b'ssiona',225
10524,b' Awar',84
10525,b' Ker',289
10526,b' Fest',145
10527,b' Bei',306
10528,b'orsh',169
10529,b' Jur',229
10530,b' Turk',196
10531,b' festiva',149
10532,b' competi',270
10533,b' secti',69
10534,b' Compe',183
10535,b'titi',270
10536,b'eeni',6
10537,b'Yo',254
10538,b'Aw',259
10539,b'Bes',188
10540,b'ival',283
10541,b'Referenc',42
10542,b' Web',350
10543,b'ey\n',224
10544,b' tun',274
10545,b' auto',288
10546,b'manc',84
10547,b'tainm',175
10548,b'big',318
10549,b'fto',53
10550,b' actor',969
10551,b' No\xc3',41
10552,b' Sit',262
10553,b' Loui',124
10554,b' Berr',146
10555,b' Rau',173
10556,b'-ol',168
10557,b'male',113
10558,b' Aro',304
10559,b' Cross',741
10560,b' vau',115
10561,b'dev',110
10562,b'ful',451
10563,b' Show',556
10564,b'-sta',221
10565,b' Alle',282
10566,b' noi',307
10567,b' anoth',51
10568,b'plet',186
10569,b'inati',175
10570,b' hug',315
10571,b' Osc',215
10572,b' Belv',68
10573,b' Chea',94
10574,b' Doz',28
10575,b'ude',326
10576,b' Stars',305
10577,b' Tit',271
10578,b'ithe',73
10579,b' Webb',159
10580,b' Forev',86
10581,b' Clif',265
10582,b'tsg',5
10583,b' Penn',320
10584,b' Pott',137
10585,b'Yu',91
10586,b'ndsh',26
10587,b' cele',115
10588,b' din',298
10589,b'asc',175
10590,b' Asu',30
10591,b' Frie',137
10592,b'entin',262
10593,b' traditi',50
10594,b' gives',523
10595,b'ndl',119
10596,b' Arg',237
10597,b'stu',197
10598,b'brat',213
10599,b' resta',196
10600,b'isin',222
10601,b' cui',106
10602,b'sine',206
10603,b' herb',246
10604,b'ables',47
10605,b'coc',191
10606,b'sert',36
10607,b'yb',255
10608,b' sop',306
10609,b'rito',63
10610,b' carn',103
10611,b'rky',17
10612,b'iny',141
10613,b' pin',308
10614,b' flav',237
10615,b' bean',126
10616,b' ing',298
10617,b'biq',29
10618,b' Pue',181
10619,b' chile',74
10620,b'gent',305
10621,b' chili',37
10622,b' Mexi',40
10623,b'-sty',267
10624,b' refers',488
10625,b'\xc3\xa9e',194
10626,b' disti',118
10627,b'tivel',200
10628,b' hot',469
10629,b'vest',132
10630,b' Chil',213
10631,b'uran',212
10632,b' rip',118
10633,b' pep',208
10634,b' pure',260
10635,b' ore',112
10636,b'gano',29
10637,b' homes',418
10638,b' Grande',164
10639,b' pi\xc3',37
10640,b' dish',266
10641,b'aip',13
10642,b' hone',303
10643,b' topp',191
10644,b' meat',247
10645,b' sau',244
10646,b' saf',108
10647,b')\xe2',101
10648,b' Mexic',37
10649,b'nam',237
10650,b' meal',143
10651,b' Span',116
10652,b'-fl',247
10653,b' chic',175
10654,b'redd',23
10655,b'-fr',320
10656,b' oni',73
10657,b' toa',48
10658,b' mel',199
10659,b'onc',110
10660,b'illo',129
10661,b' warm',332
10662,b'iled',261
10663,b'cker',278
10664,b' chip',111
10665,b' cub',208
10666,b'till',139
10667,b'ce\xe2',13
10668,b' chiles',4
10669,b'(wh',105
10670,b'llos',34
10671,b' green',563
10672,b'(or',779
10673,b'-fo',222
10674,b' fill',333
10675,b'yf',135
10676,b'tard',47
10677,b' entr\xc3',4
10678,b' simp',84
10679,b' often',3353
10680,b' Frit',160
10681,b' chee',301
10682,b' chop',53
10683,b'opp',104
10684,b' ground',1193
10685,b' ble',275
10686,b' ched',4
10687,b'atoe',68
10688,b'\xe2\x80\x94a',107
10689,b' whit',74
10690,b' garl',33
10691,b' gal',285
10692,b'cam',116
10693,b'\xa9e',331
10694,b'api',165
10695,b'fed',38
10696,b' fried',57
10697,b' usua',62
10698,b' mix',331
10699,b' Mexico',837
10700,b' styles',229
10701,b'ante',284
10702,b' Mexica',196
10703,b'-Me',319
10704,b'rtil',21
10705,b'mea',78
10706,b' tam',145
10707,b'xic',108
10708,b' Rost',79
10709,b' G\xc3',318
10710,b'ngen',114
10711,b' writer',1203
10712,b'bing',254
10713,b'Aca',297
10714,b' period',2256
10715,b' Februa',50
10716,b'hid',161
10717,b' Moj',54
10718,b'add',85
10719,b' Hek',12
10720,b' Hez',43
10721,b'maty',4
10722,b' Dos',102
10723,b'gee',158
10724,b' warl',53
10725,b'htu',35
10726,b' Pak',181
10727,b'dah',63
10728,b'anist',309
10729,b' civ',54
10730,b' Bin',321
10731,b' Allia',307
10732,b' Jir',30
10733,b'zai',43
10734,b' songw',249
10735,b' orc',209
10736,b'renz',33
10737,b'Mar',319
10738,b'oar',109
10739,b' Roq',54
10740,b'zil',176
10741,b' mun',101
10742,b' state\n',26
10743,b'icip',49
10744,b'p\xc3',104
10745,b'gad',94
10746,b'myt',12
10747,b' mono',295
10748,b' communit',79
10749,b'dis',327
10750,b' supe',60
10751,b'(wi',160
10752,b' Cru',251
10753,b'sad',136
10754,b' Supe',66
10755,b' Ee',67
10756,b' books',1176
10757,b'esw',106
10758,b' gor',259
10759,b'tingh',23
10760,b' Whitw',15
10761,b' occu',131
10762,b'dim',130
10763,b' preh',96
10764,b' extr',106
10765,b' norther',99
10766,b'ithi',76
10767,b' Mes',286
10768,b'pati',191
10769,b' cav',184
10770,b'ntif',172
10771,b'entia',165
10772,b' Heri',296
10773,b'iery',8
10774,b' Sax',270
10775,b'Cav',43
10776,b' hum',135
10777,b' Hole',139
10778,b' art\n',55
10779,b' import',306
10780,b' Paul',1763
10781,b' carv',194
10782,b' BP',59
10783,b' figu',84
10784,b' mane',143
10785,b'-he',301
10786,b'eart',71
10787,b' Wall',375
10788,b' directl',99
10789,b'ure\n',149
10790,b'Extern',48
10791,b'chae',78
10792,b' Spec',321
10793,b'hedu',22
10794,b' vac',178
10795,b'uu',146
10796,b' tub',194
10797,b'cui',152
10798,b'odes',90
10799,b' seconda',155
10800,b' cause',962
10801,b' os',302
10802,b'mio',47
10803,b'cuu',5
10804,b' FA',327
10805,b'riat',245
10806,b'inet',219
10807,b' nont',29
10808,b' leftm',3
10809,b' itsel',82
10810,b' recu',309
10811,b' VS',88
10812,b' Bank',839
10813,b' Spaa',9
10814,b'wh',276
10815,b'inals',145
10816,b'irec',47
10817,b'rsio',207
10818,b'Rem',80
10819,b' alg',272
10820,b'Rep',277
10821,b' orderi',62
10822,b' extend',291
10823,b' indir',163
10824,b'ermi',127
10825,b' languag',56
10826,b'rsin',54
10827,b' LA',153
10828,b'LR',60
10829,b' tree',526
10830,b'-do',316
10831,b'mars',40
10832,b' Burt',141
10833,b'rto',318
10834,b' Stew',140
10835,b' SR',228
10836,b'dess',65
10837,b' Shr',321
10838,b'ur\n',59
10839,b'rao',121
10840,b' reu',290
10841,b' Roma',233
10842,b'itute',108
10843,b'orr',198
10844,b' Intern',117
10845,b' Rese',109
10846,b' bear',332
10847,b'mall',68
10848,b'ertr',36
10849,b'icho',65
10850,b'sut',30
10851,b'tero',141
10852,b'sua',233
10853,b' wherea',306
10854,b'sep',193
10855,b'-bo',321
10856,b' user',466
10857,b' operatin',58
10858,b' completel',170
10859,b' systems',1435
10860,b'LO',44
10861,b' GR',74
10862,b'UB',38
10863,b'rnat',197
10864,b' OS',197
10865,b'/2',524
10866,b' driv',319
10867,b' DO',164
10868,b' reside',307
10869,b' stora',315
10870,b' MB',115
10871,b' menu',74
10872,b' PB',283
10873,b' store',796
10874,b' Linu',191
10875,b' disk',127
10876,b'otin',100
10877,b' BI',52
10878,b'OS',207
10879,b' dua',229
10880,b' boot',163
10881,b' ext4',2
10882,b' file',343
10883,b' NT',145
10884,b'FS',62
10885,b' version',2688
10886,b' Ub',74
10887,b' accom',74
10888,b' displ',112
10889,b' possib',103
10890,b' mult',61
10891,b' allowi',176
10892,b'llat',125
10893,b'loa',81
10894,b' partit',190
10895,b'gur',265
10896,b' stori',159
10897,b'yB',8
10898,b'CD',134
10899,b' load',324
10900,b' allows',518
10901,b' upd',273
10902,b'ows\n',18
10903,b'/4',166
10904,b'yph',65
10905,b'iod',65
10906,b'oru',169
10907,b' Pano',47
10908,b'pol',302
10909,b'ypt',182
10910,b'niac',12
10911,b' entri',114
10912,b' dated',234
10913,b'nys',40
10914,b'iac',164
10915,b' Ox',179
10916,b' third',2685
10917,b'zig',88
10918,b'iad',114
10919,b'ratin',190
10920,b' seer',12
10921,b' Tro',286
10922,b'rativ',252
10923,b' followin',49
10924,b' Greek',1171
10925,b' hors',116
10926,b' Anti',353
10927,b' leave',693
10928,b'rus',513
10929,b' Hes',268
10930,b'spe',316
10931,b' Trip',303
10932,b' Cass',268
10933,b'nei',88
10934,b'co\xc3',2
10935,b' \xce',300
10936,b'/s',324
10937,b' Try',86
10938,b' Gia',201
10939,b'.\xc2\xa01',245
10940,b'Ye',288
10941,b'mara',117
10942,b' directe',76
10943,b'-hi',313
10944,b' catc',204
10945,b' signe',114
10946,b' organiz',153
10947,b' homet',125
10948,b'Man',315
10949,b' Bir',308
10950,b'mingh',57
10951,b' Jack',727
10952,b' pit',318
10953,b' McN',106
10954,b'Oa',52
10955,b'amar',82
10956,b' Twi',295
10957,b' season',5095
10958,b' returne',71
10959,b' coachi',176
10960,b' Franci',158
10961,b' Reds',187
10962,b' Seri',160
10963,b' Dod',219
10964,b' posts',221
10965,b' Pit',302
10966,b'tsb',77
10967,b' playo',160
10968,b'Cal',259
10969,b' AL',165
10970,b'tou',121
10971,b' Sox',293
10972,b' tir',173
10973,b' because',3202
10974,b' differe',106
10975,b' Schi',219
10976,b'rald',60
10977,b' what',2466
10978,b' afterw',321
10979,b' Stap',67
10980,b'leto',210
10981,b' senti',188
10982,b' Oi',301
10983,b' Boyd',146
10984,b' wins',414
10985,b'evel',309
10986,b' career',2268
10987,b' Tenn',313
10988,b'essee',119
10989,b'amt',15
10990,b'lets',191
10991,b' players\n',2674
10992,b'ston',376
10993,b' College',2619
10994,b'eru',133
10995,b' Stam',156
10996,b' Our',293
10997,b' Alm',281
10998,b'inia',270
10999,b' Boys',381
11000,b'ivers',273
11001,b'Uni',239
11002,b' Minn',164
11003,"b'""U'",306
11004,b' NO',154
11005,b' Nom',180
11006,b' Nos',222
11007,b' Lia',316
11008,b'onin',224
11009,b'LN',38
11010,b'TU',43
11011,b' LN',47
11012,b'rees',39
11013,b'hani',155
11014,b' majors',53
11015,b' Gener',63
11016,b'wat',234
11017,b' Neg',228
11018,b'chest',86
11019,b' Roch',263
11020,b'ester',650
11021,b' gla',276
11022,b'tants',216
11023,b' races',867
11024,b' livin',59
11025,b' household',803
11026,b' player\n',674
11027,b' Henry',1297
11028,b' Base',335
11029,b'nia\n',156
11030,b' gos',121
11031,b'iews',65
11032,b'ife',484
11033,b' Manh',267
11034,b' Must',260
11035,b' Out',475
11036,b'mni',342
11037,b' Now',345
11038,b'sonh',2
11039,b' publish',227
11040,b' Rio',329
11041,b' cameo',127
11042,b' Bik',145
11043,b'eog',88
11044,b' Nel',185
11045,b'liv',124
11046,b' referr',252
11047,b'-bu',315
11048,b' gay',197
11049,b' Vid',266
11050,b'eos',56
11051,b' brea',260
11052,b'-rel',182
11053,b' procee',225
11054,b' regula',91
11055,b' writte',60
11056,b' closet',18
11057,b'eop',193
11058,b' og',62
11059,b'term',106
11060,b' Bard',155
11061,b' means',1136
11062,b'round',692
11063,b' color',614
11064,b' extens',91
11065,b' designe',70
11066,b'aliti',117
11067,b'omic',302
11068,b'ality',580
11069,b'nici',130
11070,b'pal',292
11071,b'nings',77
11072,b'(Ap',188
11073,b'(Sp',219
11074,b' Bj',127
11075,b'\xc3\xb8',116
11076,b'dv',96
11077,b'alf',60
11078,b'atn',25
11079,b' coast',771
11080,b' Set',310
11081,b'ermo',68
11082,b' Norwe',253
11083,b' Wint',194
11084,b' combi',76
11085,b' Norwa',177
11086,b' harm',303
11087,b'onis',294
11088,b' directi',214
11089,b' EU',238
11090,b'oniz',52
11091,b' calls',395
11092,b' minim',248
11093,b' Stel',94
11094,b' proces',57
11095,b'emat',139
11096,b'Pro',311
11097,b'duc',177
11098,b'enp',80
11099,b' effec',57
11100,b' completed',1397
11101,b' distri',53
11102,b'emas',45
11103,b' yearl',90
11104,b' examp',61
11105,b' Some',1384
11106,b' wis',239
11107,b' movies',311
11108,b' studio',1100
11109,b' scri',156
11110,b'Onc',81
11111,b' WG',44
11112,b' contrac',86
11113,b' ready',258
11114,b' concep',107
11115,b' worldw',192
11116,b' managem',141
11117,b' involv',173
11118,b' camer',186
11119,b'uctio',81
11120,b'(AD',39
11121,b' manages',140
11122,b' manager',981
11123,b' productio',53
11124,b' creates',166
11125,b' working',1466
11126,b' closel',225
11127,b'reo',83
11128,b' audi',109
11129,b'ograp',62
11130,b' pha',156
11131,b'ears',175
11132,b' everyo',217
11133,b' teams',1170
11134,b'chr',212
11135,b'mated',174
11136,b' recorded',1788
11137,b' outsi',83
11138,b' tech',94
11139,b'tiz',163
11140,b'buti',141
11141,b'aker',380
11142,b' film\n',124
11143,b' Filmm',9
11144,b'nem',268
11145,b'Cac',12
11146,b' Hern',140
11147,b' Highw',97
11148,b'ongx',4
11149,b' heads',309
11150,b'ressw',8
11151,b' Mong',277
11152,b'-E',306
11153,b'lande',54
11154,b'sterd',43
11155,b'ndh',81
11156,b'eim',380
11157,b' Kop',105
11158,b'pang',36
11159,b'pme',300
11160,b' booth',49
11161,b' kar',102
11162,b'aok',18
11163,b' cultu',52
11164,b'natic',10
11165,b' ala',141
11166,b'pana',29
11167,b' Rag',212
11168,b' Carn',309
11169,b' rag',174
11170,b' rend',318
11171,b' intro',102
11172,b'lini',68
11173,b'rdh',8
11174,b'gav',43
11175,b' Pert',226
11176,b'kb',122
11177,b' remains',947
11178,b' contain',474
11179,b' posta',135
11180,b' subu',127
11181,b'hy\n',61
11182,b'FE',38
11183,b'serv',126
11184,b'mica',107
11185,b' Lem',255
11186,b' Ari',263
11187,b' ML',291
11188,b' Moun',98
11189,b' refl',136
11190,b'alin',157
11191,b'tains',66
11192,b'eroi',176
11193,b' UM',29
11194,b' teles',79
11195,b'cop',306
11196,b'rbi',203
11197,b'yC',16
11198,b'icate',275
11199,b'-Ch',269
11200,b'\xa9t',226
11201,b' Opt',149
11202,b' site\n',212
11203,b'na\n',292
11204,b' Pim',32
11205,b'BB',142
11206,b' Yorks',287
11207,b' DA',145
11208,b'dens',84
11209,b' Hul',301
11210,b'eit',336
11211,b' Stak',160
11212,b' Radio',799
11213,b'wic',243
11214,b' Bev',169
11215,b' A6',24
11216,b' Barn',287
11217,b' Gri',270
11218,b'msb',36
11219,b'lh',199
11220,b' Orc',252
11221,b' S2',15
11222,b' refr',219
11223,b' dayt',56
11224,b' pac',244
11225,b'kag',92
11226,b'ide\n',41
11227,b'oux',71
11228,b'erw',160
11229,b'too',107
11230,b' gradu',75
11231,b' werew',22
11232,b' vam',181
11233,b' Dark',385
11234,b' Grev',32
11235,b' Warr',190
11236,b' Marv',316
11237,b'MD',40
11238,b' Comi',220
11239,b'enst',123
11240,b'orld',252
11241,b' ada',126
11242,b' Mous',187
11243,b'(As',96
11244,b'ndin',135
11245,b' Ori',278
11246,b'hc',153
11247,b'ssu',288
11248,b' Ris',319
11249,b'gina',235
11250,b'-is',117
11251,b' perform',565
11252,b'-Ame',81
11253,b'ndis',150
11254,b'\xc3\xa9\xc3',48
11255,b'Mus',262
11256,b' frien',77
11257,b' pia',83
11258,b'\xa9c',72
11259,b' Howeve',50
11260,b'ongw',43
11261,b'isea',10
11262,b'rice',128
11263,b'\xa9j',24
11264,b' tour',1085
11265,b'DS',163
11266,b'estu',4
11267,b'eus',275
11268,b'igl',80
11269,b' Noi',117
11270,b'-so',273
11271,b'ngw',110
11272,b' Barba',290
11273,b'ra\n',134
11274,b'\xc3\xa2',169
11275,b'-cent',210
11276,b' gameb',5
11277,b' Ia',290
11278,b'ingst',15
11279,b'Ru',287
11280,b' Liz',112
11281,b' CP',240
11282,b' CL',201
11283,b' Canadai',7
11284,b'stol',125
11285,b'iner',319
11286,b' controls',206
11287,b'anni',134
11288,b' Bris',273
11289,b'rials',75
11290,b' Brita',153
11291,b'nnia',254
11292,b' replace',418
11293,b'bse',46
11294,b' patro',160
11295,b' aircr',63
11296,b'aft',167
11297,b'ood\n',87
11298,b' OT',46
11299,b'(MP',70
11300,b'uadr',25
11301,b' Squ',174
11302,b'adia',135
11303,b' Como',62
11304,b' Green',890
11305,b'iov',28
11306,b'orsp',21
11307,b' F1',90
11308,b' mec',102
11309,b' best',2226
11310,b' Augusta',103
11311,b'agg',91
11312,b' Dayt',120
11313,b'rtsc',5
11314,b' test',800
11315,b' PR',192
11316,b'tone',389
11317,b' Mina',140
11318,b'iche',127
11319,b'cily',16
11320,b' results',877
11321,b' ita',92
11322,b' raci',114
11323,b'Eu',304
11324,b' drive',485
11325,b'use\n',14
11326,b'nnin',194
11327,b' broadc',65
11328,b' NY',320
11329,b'ES',219
11330,b' Prim',165
11331,b' WF',51
11332,b'DO',112
11333,b'zu',284
11334,b' yr',30
11335,b'hert',66
11336,b' David',1888
11337,b' Barbe',83
11338,b'utw',5
11339,b'adio',82
11340,b' Mut',227
11341,b'(TV',158
11342,b' Bill',815
11343,b'Tel',208
11344,b'eman',316
11345,b'bby',58
11346,b' Mur',253
11347,b'(MS',66
11348,b'encer',8
11349,b'\xe2\x80\x93P',36
11350,b'evis',161
11351,b'(WP',24
11352,b' Ford',481
11353,b'Tom',157
11354,b'Rad',204
11355,b'-ti',312
11356,b'ppen',60
11357,b'Bob',89
11358,b' Ster',220
11359,b'pa\xc3',7
11360,b'(ac',166
11361,b'WA',50
11362,b'WF',17
11363,b'NY',113
11364,b'WP',30
11365,"b'""My'",200
11366,b'WN',54
11367,b' CW',84
11368,b'T2',12
11369,b'TM',84
11370,b'YE',22
11371,b'rts\n',54
11372,b'ceo',32
11373,b' continui',313
11374,b'Ste',306
11375,b'vens',63
11376,b' KE',37
11377,b'YJ',2
11378,b' KQ',15
11379,b' Dak',304
11380,b' KI',49
11381,b'KO',56
11382,b' populari',194
11383,b' Fed',129
11384,b' announ',61
11385,b'ares',107
11386,b' appeari',273
11387,b' hosti',320
11388,b'gus',313
11389,b'doe',65
11390,b' married',1991
11391,b'Sup',258
11392,b' Mine',320
11393,b' noted',946
11394,b'Geo',180
11395,b' Fork',79
11396,b' Monta',319
11397,b' censu',90
11398,b' older',1284
11399,b' famili',297
11400,b' pov',214
11401,b' airp',268
11402,b'ulate',258
11403,b' populati',52
11404,b'Hor',105
11405,b'icon',129
11406,b'There',1311
11407,b'my\n',46
11408,b'cot',218
11409,b' Libr',142
11410,b'tor\n',87
11411,b' politici',79
11412,b'roni',193
11413,b'Reference',58
11414,b'Bri',313
11415,b'sian',350
11416,b'Mis',206
11417,b' RP',124
11418,b'lina',143
11419,b'iana',162
11420,b' titleh',7
11421,b'(Am',296
11422,b' placem',122
11423,b' award',706
